hhid,hv024,hv025,hv201,hv205,hv206,hv213,hv214,hv215,hv210,hv211,hv212,hv227,hv244,hv247,hv270,sh16_22,shstate
299023,south south,urban,sachet water,flush to piped sewer system,yes,ceramic tiles,cement,zinc/metal,yes,no,yes,yes,yes,yes,richest,,bayelsa
299025,south south,urban,tube well or borehole,flush to piped sewer system,yes,cement,cement,zinc/metal,no,no,no,no,yes,yes,richest,,bayelsa
299026,south south,urban,piped to yard/plot,flush to somewhere else,yes,cement,cement,zinc/metal,no,no,no,yes,no,yes,richest,,bayelsa
299028,south south,urban,protected well,flush to piped sewer system,no,ceramic tiles,cement,zinc/metal,no,no,no,no,no,no,richest,,bayelsa
299029,south south,urban,sachet water,flush to septic tank,yes,ceramic tiles,cement,zinc/metal,no,no,no,no,no,yes,richest,,bayelsa
299030,south south,urban,tube well or borehole,no facility/bush/field,yes,cement,plywood,zinc/metal,no,no,no,yes,yes,yes,richer,,bayelsa
299032,south south,urban,piped to yard/plot,flush to pit latrine,yes,ceramic tiles,cement,zinc/metal,no,no,no,no,no,no,richest,,bayelsa
299033,south south,urban,bottled water,flush to piped sewer system,yes,ceramic tiles,cement,zinc/metal,yes,no,yes,yes,yes,yes,richest,,bayelsa
299035,south south,urban,tube well or borehole,flush to septic tank,yes,ceramic tiles,cement,zinc/metal,no,no,no,no,no,yes,richest,,bayelsa
299036,south south,urban,tube well or borehole,flush to pit latrine,yes,cement,cement,zinc/metal,no,no,no,yes,yes,yes,richest,,bayelsa
300001,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,hanging toilet/latrine,yes,cement,cement,other,no,no,no,no,no,no,richest,,bayelsa
300002,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,hanging toilet/latrine,yes,cement,plywood,zinc/metal,no,no,no,no,no,no,richer,,bayelsa
300004,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,no,yes,no,middle,,bayelsa
300006,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,hanging toilet/latrine,yes,cement,cement,zinc/metal,no,no,no,no,no,no,richer,,bayelsa
300007,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,hanging toilet/latrine,yes,cement,cement,zinc/metal,no,no,no,no,yes,no,richer,,bayelsa
300009,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,hanging toilet/latrine,yes,cement,plywood,zinc/metal,no,no,no,no,no,yes,richer,,bayelsa
300011,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,yes,ceramic tiles,reused wood,zinc/metal,no,no,no,yes,yes,yes,richer,,bayelsa
300012,south south,rural,rainwater,hanging toilet/latrine,yes,cement,cement,zinc/metal,no,no,no,yes,no,no,richest,,bayelsa
300014,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,hanging toilet/latrine,yes,cement,cement,calamine/cement fiber,no,no,no,yes,no,yes,richer,,bayelsa
300016,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,yes,no,yes,richer,,bayelsa
300018,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,yes,cement,plywood,zinc/metal,no,no,no,yes,no,no,middle,,bayelsa
300019,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,hanging toilet/latrine,yes,"earth, sand",wood planks/shingles,thatch/palm leaf,no,no,no,yes,yes,no,middle,,bayelsa
300021,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,hanging toilet/latrine,no,cement,plywood,zinc/metal,no,no,no,no,no,no,middle,,bayelsa
300023,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,hanging toilet/latrine,yes,cement,cement,zinc/metal,no,no,no,no,no,yes,richest,,bayelsa
300024,south south,rural,rainwater,no facility/bush/field,yes,"earth, sand",plywood,zinc/metal,no,no,no,yes,no,yes,richer,,bayelsa
300026,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,hanging toilet/latrine,yes,cement,wood planks/shingles,zinc/metal,no,no,no,yes,yes,no,richer,,bayelsa
300028,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,hanging toilet/latrine,yes,cement,plywood,zinc/metal,no,no,no,yes,no,yes,richer,,bayelsa
300029,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,yes,no,no,middle,,bayelsa
300031,south south,rural,rainwater,no facility/bush/field,yes,cement,plywood,zinc/metal,no,no,no,yes,no,no,richer,,bayelsa
300033,south south,rural,rainwater,hanging toilet/latrine,yes,cement,cement,zinc/metal,no,no,no,yes,no,no,richer,,bayelsa
300034,south south,rural,sachet water,hanging toilet/latrine,yes,"earth, sand",plywood,zinc/metal,no,no,no,yes,no,yes,richer,,bayelsa
300036,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,hanging toilet/latrine,yes,wood planks,plywood,zinc/metal,no,no,no,yes,no,no,richer,,bayelsa
300038,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,yes,cement,bamboo with mud,zinc/metal,no,no,no,no,no,yes,richer,,bayelsa
300039,south south,rural,sachet water,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,yes,no,yes,richer,,bayelsa
300041,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,hanging toilet/latrine,yes,cement,cement,zinc/metal,no,no,no,yes,no,yes,richer,,bayelsa
301001,south south,rural,public tap/standpipe,no facility/bush/field,yes,cement,cement,zinc/metal,no,yes,no,yes,yes,yes,richer,,bayelsa
301003,south south,rural,rainwater,no facility/bush/field,yes,"earth, sand",reused wood,palm/bamboo,no,no,no,yes,yes,no,middle,,bayelsa
301004,south south,rural,piped to neighbor,pit latrine without slab/open pit,no,cement,stone with mud,zinc/metal,no,no,no,no,yes,yes,richer,,bayelsa
301005,south south,rural,tube well or borehole,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,yes,yes,no,richer,,bayelsa
301007,south south,rural,sachet water,flush to piped sewer system,yes,ceramic tiles,cement,zinc/metal,no,yes,no,yes,no,yes,richest,,bayelsa
301008,south south,rural,tube well or borehole,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,no,yes,no,middle,,bayelsa
301009,south south,rural,rainwater,composting toilet,no,cement,cement,zinc/metal,no,no,no,no,yes,no,poorer,,bayelsa
301011,south south,rural,rainwater,no facility/bush/field,yes,cement,cement,zinc/metal,no,yes,no,yes,yes,yes,richest,,bayelsa
301012,south south,rural,public tap/standpipe,flush to pit latrine,yes,cement,cement,zinc/metal,no,no,no,yes,yes,yes,richer,,bayelsa
301013,south south,rural,sachet water,flush to septic tank,yes,cement,cement,zinc/metal,no,no,no,yes,yes,yes,richest,,bayelsa
301015,south south,rural,rainwater,flush to piped sewer system,no,cement,cement,zinc/metal,no,no,no,yes,yes,yes,richer,,bayelsa
301016,south south,rural,rainwater,flush to piped sewer system,yes,cement,cement,zinc/metal,no,yes,no,yes,yes,no,richer,,bayelsa
301017,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,no,"earth, sand",cement,zinc/metal,no,no,no,yes,no,yes,middle,,bayelsa
301019,south south,rural,public tap/standpipe,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,yes,no,no,middle,,bayelsa
301020,south south,rural,rainwater,no facility/bush/field,no,cement,no walls,zinc/metal,no,no,no,no,yes,yes,middle,,bayelsa
301022,south south,rural,tube well or borehole,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,yes,yes,no,richer,,bayelsa
301023,south south,rural,public tap/standpipe,no facility/bush/field,yes,cement,cement,zinc/metal,no,yes,no,yes,yes,yes,richer,,bayelsa
301024,south south,rural,unprotected spring,flush to somewhere else,yes,cement,plywood,zinc/metal,no,no,no,yes,no,yes,richer,,bayelsa
301026,south south,rural,rainwater,pit latrine without slab/open pit,no,cement,cement,zinc/metal,no,yes,no,no,yes,no,richer,,bayelsa
301027,south south,rural,rainwater,no facility/bush/field,yes,ceramic tiles,cement,zinc/metal,no,no,no,yes,yes,no,middle,,bayelsa
301028,south south,rural,piped to yard/plot,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,yes,yes,no,richer,,bayelsa
301030,south south,rural,tube well or borehole,pit latrine without slab/open pit,yes,cement,cement,zinc/metal,no,yes,no,yes,yes,no,richer,,bayelsa
301031,south south,rural,rainwater,hanging toilet/latrine,no,cement,cement,zinc/metal,no,no,no,no,yes,no,middle,,bayelsa
301032,south south,rural,public tap/standpipe,no facility/bush/field,yes,cement,cement,zinc/metal,no,yes,no,yes,yes,yes,richer,,bayelsa
301034,south south,rural,sachet water,no facility/bush/field,no,cement,cement,zinc/metal,no,no,no,yes,yes,yes,richer,,bayelsa
302001,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,no,cement,cement,zinc/metal,no,no,no,no,yes,no,middle,,bayelsa
302003,south south,rural,sachet water,pit latrine without slab/open pit,no,cement,cement,zinc/metal,no,no,no,no,yes,yes,richer,,bayelsa
302004,south south,rural,unprotected spring,no facility/bush/field,no,ceramic tiles,cement,zinc/metal,no,no,no,no,yes,yes,middle,,bayelsa
302006,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,no,cement,cement,zinc/metal,no,no,no,no,yes,no,richer,,bayelsa
302007,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,no,cement,cement,zinc/metal,no,no,no,no,no,no,richer,,bayelsa
302008,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,no,cement,cement,zinc/metal,no,no,no,yes,no,no,middle,,bayelsa
302010,south south,rural,unprotected spring,no facility/bush/field,no,cement,cement,zinc/metal,no,no,no,no,yes,yes,middle,,bayelsa
302011,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,no,yes,no,richer,,bayelsa
302013,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,yes,"earth, sand",bamboo with mud,zinc/metal,yes,no,no,no,yes,no,middle,,bayelsa
302014,south south,rural,rainwater,no facility/bush/field,no,"earth, sand",bamboo with mud,zinc/metal,no,no,no,yes,no,no,middle,,bayelsa
302016,south south,rural,unprotected spring,no facility/bush/field,no,cement,bamboo with mud,zinc/metal,no,no,no,no,no,no,middle,,bayelsa
302017,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,yes,cement,bamboo with mud,zinc/metal,no,no,no,no,yes,no,middle,,bayelsa
302018,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,no,cement,bamboo with mud,zinc/metal,no,no,no,yes,yes,no,middle,,bayelsa
302020,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,no,"earth, sand",stone with mud,zinc/metal,no,no,no,no,yes,no,middle,,bayelsa
302021,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,no,"earth, sand",stone with mud,zinc/metal,no,no,no,yes,yes,yes,middle,,bayelsa
302023,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,no,"earth, sand",stone with mud,zinc/metal,no,no,no,no,yes,no,middle,,bayelsa
302024,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,no,carpet,cement,zinc/metal,no,no,no,no,yes,no,middle,,bayelsa
302026,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,no,yes,no,richer,,bayelsa
302027,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,composting toilet,no,cement,cement,zinc/metal,no,no,no,no,yes,yes,richer,,bayelsa
302029,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,no,"earth, sand",bamboo with mud,zinc/metal,no,no,no,yes,yes,no,poorer,,bayelsa
302030,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,yes,no,no,richer,,bayelsa
302031,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,no,"earth, sand",cement,zinc/metal,no,no,no,yes,yes,yes,middle,,bayelsa
302033,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,no,"earth, sand",stone with mud,zinc/metal,no,no,no,yes,yes,no,middle,,bayelsa
302034,south south,rural,tanker truck,no facility/bush/field,no,"earth, sand",stone with mud,thatch/palm leaf,no,no,no,yes,yes,no,poorer,,bayelsa
302036,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,yes,carpet,cement,zinc/metal,no,no,no,no,yes,yes,richest,,bayelsa
303001,south south,rural,public tap/standpipe,hanging toilet/latrine,yes,cement,plywood,zinc/metal,no,no,no,yes,no,no,richer,,bayelsa
303002,south south,rural,tube well or borehole,hanging toilet/latrine,yes,cement,plywood,zinc/metal,no,no,no,yes,no,yes,richer,,bayelsa
303004,south south,rural,public tap/standpipe,pit latrine with slab,yes,"vinyl, asphalt strips",no walls,zinc/metal,no,no,no,yes,yes,no,middle,,bayelsa
303005,south south,rural,tube well or borehole,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,yes,no,no,richer,,bayelsa
303006,south south,rural,public tap/standpipe,hanging toilet/latrine,yes,cement,plywood,zinc/metal,no,no,no,yes,no,no,richer,,bayelsa
303007,south south,rural,public tap/standpipe,hanging toilet/latrine,yes,ceramic tiles,cement,zinc/metal,no,no,no,no,no,yes,richer,,bayelsa
303009,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine without slab/open pit,yes,"earth, sand",plywood,zinc/metal,no,no,no,no,yes,yes,middle,,bayelsa
303010,south south,rural,tube well or borehole,no facility/bush/field,yes,cement,wood planks/shingles,zinc/metal,no,no,no,no,yes,yes,richest,,bayelsa
303011,south south,rural,public tap/standpipe,hanging toilet/latrine,yes,cement,bamboo with mud,zinc/metal,no,no,no,yes,yes,no,richer,,bayelsa
303012,south south,rural,public tap/standpipe,hanging toilet/latrine,yes,cement,cement,zinc/metal,yes,yes,no,yes,yes,yes,richer,,bayelsa
303014,south south,rural,public tap/standpipe,no facility/bush/field,yes,cement,plywood,rustic mat,yes,no,no,no,no,no,middle,,bayelsa
303015,south south,rural,tube well or borehole,no facility/bush/field,yes,cement,wood planks/shingles,zinc/metal,no,no,no,no,no,no,richer,,bayelsa
303016,south south,rural,public tap/standpipe,hanging toilet/latrine,yes,ceramic tiles,cement,zinc/metal,no,yes,no,no,yes,yes,richest,,bayelsa
303017,south south,rural,public tap/standpipe,hanging toilet/latrine,yes,cement,stone with mud,zinc/metal,no,no,no,yes,no,no,richer,,bayelsa
303019,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,yes,cement,bamboo with mud,wood planks,no,no,no,yes,no,yes,richer,,bayelsa
303020,south south,rural,tube well or borehole,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,yes,yes,no,middle,,bayelsa
303021,south south,rural,public tap/standpipe,hanging toilet/latrine,yes,cement,plywood,zinc/metal,no,no,no,yes,yes,no,richer,,bayelsa
303022,south south,rural,public tap/standpipe,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,no,no,yes,richer,,bayelsa
303023,south south,rural,unprotected well,pit latrine with slab,yes,cement,stone with mud,zinc/metal,no,no,no,yes,no,no,richer,,bayelsa
303025,south south,rural,tube well or borehole,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,no,yes,yes,richer,,bayelsa
303026,south south,rural,public tap/standpipe,hanging toilet/latrine,yes,cement,plywood,zinc/metal,no,no,no,yes,no,no,richer,,bayelsa
303027,south south,rural,public tap/standpipe,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,no,no,yes,richer,,bayelsa
303028,south south,rural,piped into dwelling,hanging toilet/latrine,yes,ceramic tiles,cement,zinc/metal,no,no,no,yes,no,yes,richest,,bayelsa
303030,south south,rural,bottled water,no facility/bush/field,yes,cement,wood planks/shingles,zinc/metal,no,no,no,no,no,yes,richer,,bayelsa
303031,south south,rural,public tap/standpipe,no facility/bush/field,yes,cement,plywood,zinc/metal,no,no,no,no,no,yes,richer,,bayelsa
304001,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,no,wood planks,plywood,thatch/palm leaf,no,no,no,no,yes,no,poorer,,bayelsa
304002,south south,rural,rainwater,hanging toilet/latrine,no,cement,plywood,zinc/metal,no,no,no,no,no,no,middle,,bayelsa
304003,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,no,dung,bamboo with mud,thatch/palm leaf,no,no,no,no,yes,no,poorer,,bayelsa
304004,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,no,"earth, sand",bamboo with mud,zinc/metal,no,no,no,no,yes,no,middle,,bayelsa
304006,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,no,wood planks,plywood,thatch/palm leaf,no,no,no,yes,no,no,poorer,,bayelsa
304007,south south,rural,rainwater,no facility/bush/field,no,"earth, sand",plywood,zinc/metal,no,yes,no,no,yes,no,middle,,bayelsa
304008,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,no,carpet,cement,zinc/metal,no,no,no,no,yes,yes,richest,,bayelsa
304010,south south,rural,tube well or borehole,no facility/bush/field,no,"earth, sand",wood planks/shingles,zinc/metal,no,no,no,yes,yes,no,poorer,,bayelsa
304011,south south,rural,public tap/standpipe,flush to piped sewer system,no,cement,bamboo with mud,zinc/metal,no,no,no,no,no,no,richer,,bayelsa
304012,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,no,wood planks,plywood,thatch/palm leaf,no,no,no,yes,yes,no,middle,,bayelsa
304013,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,no,dung,bamboo with mud,zinc/metal,no,no,no,no,yes,no,poorer,,bayelsa
304015,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,no,"earth, sand",wood planks/shingles,zinc/metal,no,no,no,yes,yes,no,poorer,,bayelsa
304016,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,flush to piped sewer system,no,ceramic tiles,cement,zinc/metal,no,no,no,yes,yes,yes,richest,,bayelsa
304017,south south,rural,rainwater,no facility/bush/field,no,wood planks,plywood,zinc/metal,no,no,no,no,yes,no,middle,,bayelsa
304019,south south,rural,public tap/standpipe,no facility/bush/field,no,cement,cement,zinc/metal,no,no,no,no,yes,no,richer,,bayelsa
304020,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,no,"earth, sand",cane/palm/trunks,zinc/metal,no,no,no,yes,yes,no,poorer,,bayelsa
304021,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,no,cement,cement,zinc/metal,no,no,no,yes,yes,no,middle,,bayelsa
304022,south south,rural,sachet water,flush to pit latrine,no,cement,cement,zinc/metal,no,no,no,yes,no,no,richest,,bayelsa
304024,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,no,"earth, sand",bamboo with mud,zinc/metal,no,no,no,yes,yes,no,middle,,bayelsa
304025,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,no,cement,cement,zinc/metal,no,no,no,no,yes,no,richer,,bayelsa
304026,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,no,carpet,cement,zinc/metal,no,no,no,yes,yes,no,richer,,bayelsa
304027,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,no,"earth, sand",bamboo with mud,thatch/palm leaf,no,no,no,yes,yes,no,poorer,,bayelsa
304029,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,no,cement,cement,zinc/metal,yes,yes,no,yes,yes,no,richer,,bayelsa
304030,south south,rural,tube well or borehole,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,no,yes,no,richer,,bayelsa
304031,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,no,dung,bamboo with mud,zinc/metal,no,no,no,no,yes,no,poorer,,bayelsa
305001,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,yes,yes,yes,middle,,bayelsa
305006,south south,rural,rainwater,no facility/bush/field,no,cement,cement,zinc/metal,no,no,no,yes,no,yes,richer,,bayelsa
305010,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,flush to piped sewer system,yes,ceramic tiles,cement,zinc/metal,no,no,no,yes,no,yes,richest,,bayelsa
305015,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,yes,ceramic tiles,cement,zinc/metal,yes,no,no,no,no,no,richest,,bayelsa
305020,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,yes,ceramic tiles,cement,zinc/metal,no,no,no,no,no,yes,richer,,bayelsa
305024,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,no,cement,cement,zinc/metal,no,no,no,no,yes,no,richer,,bayelsa
305029,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,yes,cement,stone with mud,zinc/metal,no,no,no,no,yes,yes,middle,,bayelsa
305034,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,hanging toilet/latrine,yes,cement,cement,zinc/metal,no,no,no,no,yes,no,richer,,bayelsa
305039,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,hanging toilet/latrine,yes,cement,bamboo with mud,zinc/metal,no,no,no,yes,yes,no,richer,,bayelsa
305043,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,no,cement,cement,zinc/metal,no,no,no,no,yes,no,middle,,bayelsa
305048,south south,rural,rainwater,flush to pit latrine,yes,cement,cement,zinc/metal,no,no,no,yes,no,no,richer,,bayelsa
305053,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,hanging toilet/latrine,yes,cement,cement,zinc/metal,no,no,no,yes,yes,no,richer,,bayelsa
305057,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,yes,cement,stone with mud,zinc/metal,no,no,no,yes,yes,no,middle,,bayelsa
305062,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,no,no,no,middle,,bayelsa
305067,south south,rural,sachet water,flush to piped sewer system,yes,carpet,cement,zinc/metal,no,no,no,yes,yes,yes,richest,,bayelsa
305072,south south,rural,rainwater,no facility/bush/field,no,cement,cement,zinc/metal,no,no,no,yes,yes,no,middle,,bayelsa
305076,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,hanging toilet/latrine,yes,"earth, sand",cement,zinc/metal,no,no,no,yes,yes,yes,richer,,bayelsa
305081,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,no,no,no,richer,,bayelsa
305086,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,yes,yes,no,middle,,bayelsa
305090,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,hanging toilet/latrine,yes,cement,cement,zinc/metal,no,no,no,no,no,no,richer,,bayelsa
305095,south south,rural,sachet water,no facility/bush/field,no,cement,cement,zinc/metal,no,no,no,no,no,no,richer,,bayelsa
305100,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,yes,cement,stone with mud,zinc/metal,no,no,no,yes,yes,no,richer,,bayelsa
305105,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,bucket toilet,yes,cement,bamboo with mud,zinc/metal,no,no,no,yes,yes,no,middle,,bayelsa
305109,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,no,yes,yes,richer,,bayelsa
305114,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,yes,yes,yes,richest,,bayelsa
306001,south south,rural,public tap/standpipe,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,no,no,no,middle,,bayelsa
306002,south south,rural,sachet water,flush to septic tank,yes,cement,cement,zinc/metal,no,no,yes,yes,no,yes,richest,,bayelsa
306004,south south,rural,sachet water,pit latrine with slab,yes,cement,stone with mud,zinc/metal,no,no,yes,no,no,yes,richer,,bayelsa
306006,south south,rural,tube well or borehole,flush to piped sewer system,yes,cement,cement,zinc/metal,yes,yes,yes,yes,yes,yes,richest,,bayelsa
306007,south south,rural,tube well or borehole,flush to septic tank,yes,cement,cement,zinc/metal,no,yes,no,no,no,yes,richest,,bayelsa
306009,south south,rural,tube well or borehole,no facility/bush/field,yes,carpet,cement,zinc/metal,no,no,yes,no,no,yes,richer,,bayelsa
306011,south south,rural,unprotected well,no facility/bush/field,no,cement,stone with mud,zinc/metal,no,no,no,no,no,no,middle,,bayelsa
306013,south south,rural,tube well or borehole,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,no,no,yes,richer,,bayelsa
306014,south south,rural,sachet water,flush to piped sewer system,yes,cement,cement,zinc/metal,no,yes,no,yes,no,yes,richest,,bayelsa
306016,south south,rural,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,no,no,yes,richer,,bayelsa
306018,south south,rural,sachet water,flush to pit latrine,yes,ceramic tiles,cement,zinc/metal,yes,yes,no,yes,yes,yes,richest,,bayelsa
306020,south south,rural,tube well or borehole,no facility/bush/field,no,cement,cement,zinc/metal,no,no,no,yes,yes,yes,middle,,bayelsa
306021,south south,rural,sachet water,flush to piped sewer system,yes,carpet,cement,zinc/metal,no,no,yes,no,no,yes,richest,,bayelsa
306023,south south,rural,tube well or borehole,flush to septic tank,yes,cement,cement,zinc/metal,no,no,yes,no,yes,yes,richest,,bayelsa
306025,south south,rural,sachet water,no facility/bush/field,no,cement,stone with lime/cement,zinc/metal,no,yes,no,no,no,yes,richer,,bayelsa
306026,south south,rural,rainwater,flush to piped sewer system,yes,cement,cement,zinc/metal,no,no,no,yes,no,yes,richer,,bayelsa
306028,south south,rural,tube well or borehole,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,yes,yes,no,richer,,bayelsa
306030,south south,rural,sachet water,no facility/bush/field,yes,ceramic tiles,cement,zinc/metal,no,no,no,no,no,yes,richest,,bayelsa
306032,south south,rural,rainwater,flush to pit latrine,yes,cement,cement,zinc/metal,no,no,no,yes,no,yes,richer,,bayelsa
306033,south south,rural,tube well or borehole,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,yes,yes,no,richer,,bayelsa
306035,south south,rural,public tap/standpipe,flush to pit latrine,yes,carpet,cement,zinc/metal,no,yes,no,yes,no,no,richer,,bayelsa
306037,south south,rural,tube well or borehole,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,no,no,yes,richer,,bayelsa
306038,south south,rural,rainwater,no facility/bush/field,yes,cement,bamboo with mud,zinc/metal,no,no,no,yes,no,no,richer,,bayelsa
306040,south south,rural,tube well or borehole,no facility/bush/field,no,cement,cement,zinc/metal,no,no,no,yes,yes,no,richer,,bayelsa
306042,south south,rural,tube well or borehole,flush to piped sewer system,yes,cement,cement,zinc/metal,no,no,no,no,no,no,richer,,bayelsa
